video,peak_id,frame_idx,timestamp_sec,total_score,image_path,raised_leg,raised_height,foot_height_diff,arabesque_angle,torso_tilt,raised_knee_angle,support_knee_angle,dist_highest_wrist_ank,l_elbow_angle,r_elbow_angle,highest_arm_vertical_angle,max_arm_forward,is_behind_body,back_extension,is_jumping,pelvic_tilt,lumbar_arch,thoracic_neck_line,split_angle,support_leg_plumb,shoulder_hip_torsion,arm_symmetry,pelvic_openness_angle
edition4_sequence_8.mp4,0,194,7.76,0.586,True,Left,-0.39897539635378926,0.46808630372270227,106.08582546059579,10.460529732586645,165.09665758215306,153.05366896589723,1.744314259848458,138.9478772644792,126.51522756915558,50.639782802046234,-0.3844799275616296,True,0.8866662471389638,False,4.684124869706145,6.160192603358722,0.0,111.07471332536294,42.2631864913794,13.80754954412159,0.0476862571165555,90.27143301531403
edition4_sequence_8.mp4,1,245,9.8,0.869,True,Right,0.1393752685035762,1.3312277742919274,94.67481621186263,10.58825932614607,154.71037112099577,161.9973747623281,1.5495607661611852,115.27832599358373,139.0710511936507,21.005893646911545,0.3024304292572482,True,0.8982774872524426,False,16.43614055868728,5.838805457945454,0.0,93.90137291191898,5.678558035589078,6.103431250928219,0.797654742048109,90.76545626355811
edition4_sequence_8.mp4,2,317,12.68,0.946,True,Right,0.33595863865992676,1.4969941654510257,90.75760568608143,17.195250318376786,159.52769890585344,160.77660769940184,2.0569181614613754,162.6533411017164,139.37669994249111,39.70272280125397,0.3005637656084534,True,0.3349043971057915,False,18.056020670011094,3.794532504361653,0.0,104.86518873711383,1.5772765443217127,48.69111267016149,0.01363340391156842,92.34408922527705
edition4_sequence_8.mp4,3,374,14.96,0.418,True,Left,0.06360224256063382,1.232353419352406,91.79145451268386,6.750379872319857,140.5139678657468,163.2834392278986,1.6986289343565049,155.59217176349352,146.189225800256,16.128994975038704,0.01776939251966564,False,-0.9469400973355037,False,4.911216026799244,2.4376662540898946,0.0,102.72918175849821,11.234702705280515,35.36697768760353,0.025242789989852188,90.6411261501633
edition4_sequence_8.mp4,4,485,19.4,0.9,True,Right,0.8088591677895256,1.8922129890254171,57.51483811051951,17.675773549523516,158.29477380231975,173.4344020684622,1.3783439615075783,124.39158729544744,126.95275039550707,22.23254849827743,-0.09382809710276081,True,0.6815989722656774,False,17.634979487834585,12.520933309145132,0.0,143.91334570537177,11.350312226972001,20.094118643225894,0.4367160045748465,93.68989054570608
edition4_sequence_8.mp4,5,901,36.04,0.66,True,Right,-0.5890812243559272,0.5161621114761511,112.44558333441697,13.111272512912429,160.07986903362286,161.83733406889974,2.666602243249314,173.29205172093288,71.05411270907332,67.39399314801027,0.47587666947751617,True,0.6154911312923769,False,3.4790874502495406,8.982132960370668,0.0,44.932213622185444,12.867370852974632,14.742947615848353,0.7018367282475038,88.86463510447675
edition4_sequence_8.mp4,6,1034,41.36,0.745,True,Right,-0.08570236678206536,1.0214110974656685,80.21203853023617,18.827600879837824,135.6242032195034,161.29721051599194,2.1966930205220154,150.85817593038473,113.008852507753,50.66258597523384,0.28863212428277074,True,0.487254151447466,False,9.590954771813493,16.57199789404122,0.0,73.35153435630907,9.292434554839195,10.424137698669881,0.8114265469315738,87.48730844606423
edition4_sequence_8.mp4,7,1262,50.48,0.585,True,Left,0.01791223634356494,1.0863896350225029,104.8280862533715,15.02541145983203,143.6337628416842,172.3775887589784,1.665605959316342,105.18235756737084,126.01128275063944,84.10000018295675,0.15356210104980933,False,-0.6693894051605779,False,9.455776570306123,9.326836974054027,0.0,92.85211867354144,6.389661900271254,1.5649732228435862,0.13832331899061523,92.01862316266048
edition4_sequence_8.mp4,8,1340,53.6,0.488,True,Right,0.1476350076643018,1.3778557675457601,90.52776923196105,5.843766230897418,111.86107992343297,170.53703065966772,1.993428122672037,133.60755794761462,125.91359033476982,14.263678633691825,-0.07836968176422228,True,0.30016800552394557,False,13.08367916396119,16.379471767275273,0.0,87.95635058088808,7.939351830265465,15.611893220665166,0.1346193631789765,91.29598257627613
edition4_sequence_8.mp4,9,1502,60.08,0.495,True,Right,0.6479543065196448,1.7437901686507913,50.681645948184745,8.867955018438346,128.91730405752537,169.6895636497583,1.0220167994031286,116.54638098212695,139.12302252943297,11.327840872050277,-0.02432803573352464,False,-0.6268932965125245,False,9.549727834271286,6.544859486888405,0.0,142.0693441456866,8.771026173516075,16.497892818406736,0.821708080332743,88.02241476603848
edition4_sequence_8.mp4,10,1543,61.72,0.941,True,Right,0.311830625751509,1.407162120788502,85.32708815564659,11.475441372898686,159.27503140892819,167.8823014896191,1.893347969440192,109.28909765637121,155.19921047632928,49.98817492213145,0.4475118196094097,True,0.9721086895772603,False,17.7213944671279,2.3336272884864453,0.0,99.97633021892943,9.572941634361113,3.3808548667075122,0.6612817975368347,91.7620335441851
edition4_sequence_8.mp4,11,1710,68.4,0.487,True,Left,-0.005846724753872409,1.2069840736274715,103.62098704918527,8.320356450232959,79.25368550229048,168.42929290379092,1.1851918055277684,173.78359764836685,166.36279028652714,87.09999892380517,0.6487685922980679,True,0.4035408862099453,False,13.020148250017332,6.457357227673121,0.0,82.7431620698623,3.292141757539971,17.145023184236052,0.2710258335562122,88.92238141986452
edition4_sequence_8.mp4,12,1822,72.88,0.509,True,Left,-0.04508211920439357,1.1508753412142751,107.74656886678872,12.034454880759288,93.6829851604042,177.6651452955742,1.0462612959325799,87.49318316494026,162.74986548442905,80.24258255296145,-0.12792285286705238,True,0.46205037657208514,False,10.972946577102094,10.50742079169653,0.0,90.1115911691657,5.92947629025712,1.9504069847610181,0.4212217934110623,87.32744054030836
edition4_sequence_8.mp4,13,1939,77.56,0.615,True,Left,-0.13722012404976888,1.0458384059574917,111.47669179209292,13.632244404952116,173.86833531220978,168.76318783224716,1.409234716331532,122.83701176692685,123.07593881216341,53.08033700904339,-0.17793338898181882,True,0.895507457694032,False,7.50737557243073,9.206755937557887,0.0,86.39757632880072,5.831867661294184,84.67871495675584,0.42421715740510113,86.23414252026586
edition4_sequence_8.mp4,14,2529,101.16,0.69,True,Left,0.07377686555381462,1.3919720190748248,122.018533895174,35.29338676547023,163.38797891170086,161.2452253568857,1.810949255051682,99.03006658125965,134.86858826991414,41.4144239780729,0.10168966065554777,True,0.45933658025572544,False,23.454304267795237,5.0442278760745705,0.0,91.2893328124945,3.2204805722030074,169.9671440695268,0.36277446874710706,58.02354140023064
edition4_sequence_8.mp4,15,2600,104.0,0.549,True,Left,-0.18175090716882045,1.0457723214710135,133.8851530785273,31.895754775446264,158.69464256252616,157.86759366361005,2.3096675451763597,89.00555534226223,160.52179958038423,38.61070308234629,0.07530823700067985,True,0.7520649829748728,False,23.90808703297061,0.7545869148957075,0.0,71.78082775155383,6.452097671498836,55.810261061784765,0.4937150974069585,78.10886936314448
edition4_sequence_8.mp4,16,2856,114.24,0.598,True,Left,0.03980142848304743,1.2521300613959943,91.98043587823688,11.487557669305131,154.0797677497522,175.09212485043258,1.4395428649953501,119.23367228544343,107.66379564661185,67.89451155117897,-0.27976849452198116,False,-0.8757995059410053,False,10.47705491635775,2.9138906167921164,0.0,87.77654837549959,3.271078372050452,11.84461299315115,0.39867716118504487,89.76646679173035
edition4_sequence_8.mp4,17,2964,118.56,0.9,True,Right,0.8935219646888227,2.0436115200618765,52.520780170138146,16.983753689816233,153.28960018581074,166.96228314715106,1.36343611140516,135.03320620503226,105.33016722325445,20.77425301662446,-0.07729759214363625,True,0.7079378985928231,False,19.97657849845901,15.03379712520545,0.0,144.7579189578022,8.297082409549562,12.916876488993916,0.4950850719486496,94.42834158325542
edition4_sequence_8.mp4,18,3022,120.88,0.778,True,Right,0.30984775118650054,1.3379908408381498,73.12599111619761,12.252085991944723,113.67455494633288,128.496122306815,1.2841897020711155,141.5467414154082,161.5887537181402,24.98883388150812,0.1752175115074165,True,0.5007484729799231,False,12.266594904553253,2.4930017719700683,0.0,122.11186657785368,13.723002473428703,34.721979456637214,0.49677362162220784,88.02876454625289
edition4_sequence_8.mp4,19,3081,123.24,0.9,True,Right,0.7776199292858974,1.8307799527825328,50.48312619602027,19.664450648644912,167.73978991120862,133.97061984603877,1.058638883254274,136.38758784304758,150.8809816579807,22.75188465357816,-0.0033617781593309887,True,0.1338034476006276,False,19.106428027408906,4.084123461562322,0.0,144.5741912164916,4.64017864173631,45.442441934866345,0.4061220846301822,84.75611032423194
edition4_sequence_8.mp4,20,3162,126.48,0.737,True,Right,0.37290733529387154,1.8376473249969196,96.34374683073288,31.73029606389772,140.37448882056262,172.7772139604109,2.062588860636976,169.327574715496,173.967729039065,52.91196207322452,0.4108277117363893,False,-1.026284725949365,False,21.222269302827193,7.9515859305584815,0.0,116.51581732856978,11.981471600238688,8.209058756200454,0.750168628351379,67.58913131608354
edition4_sequence_8.mp4,21,3534,141.36,0.585,True,Right,0.09228837557641811,1.249095465583858,99.35340258558278,12.913811084367742,115.68227317623783,167.26698251623154,1.6005784736116673,159.24908683701292,136.69850460253437,18.961506497574558,-0.0776220930779576,True,0.772644178330243,False,13.910664620606756,4.969798484017177,0.0,98.92196819507132,5.663595855905895,46.4747405603894,0.5736459197092288,93.01249107681106
