video,peak_id,frame_idx,timestamp_sec,total_score,image_path,raised_leg,raised_height,foot_height_diff,arabesque_angle,torso_tilt,raised_knee_angle,support_knee_angle,dist_highest_wrist_ank,l_elbow_angle,r_elbow_angle,highest_arm_vertical_angle,max_arm_forward,is_behind_body,back_extension,is_jumping,pelvic_tilt,lumbar_arch,thoracic_neck_line,split_angle,support_leg_plumb,shoulder_hip_torsion,arm_symmetry,pelvic_openness_angle
edition4_sequence_17.mp4,0,6,0.24,0.443,True,Left,-0.003788922979626741,1.001976301389072,89.28829181969321,30.935787787582154,91.52959083680767,127.49108268442164,1.163971975840139,169.8712178647969,154.06400223066305,96.84468307895548,-0.03144618695576751,False,-0.07985673113708378,False,31.74922439093552,21.09374466011111,0.0,107.28092151130933,25.539921593625355,28.702424767594387,0.4440383175495316,94.91621506423623
edition4_sequence_17.mp4,1,74,2.96,0.943,True,Left,0.3176097192777566,1.4623774521749109,86.89008612431839,10.656328547368304,171.47331395177787,135.792990759222,1.5514896996409966,151.62301949065107,142.4191645997677,20.703894643990022,0.5948895076467767,True,0.11540249482480856,False,15.119726672058958,11.342611337751705,0.0,134.58672557794299,31.1789729890469,28.134796931558075,1.3300011764271762,89.87503515692133
edition4_sequence_17.mp4,2,113,4.52,0.593,True,Left,-0.18624333743456475,0.8270744344199054,113.02689746433684,11.525454255105686,158.31126732812754,151.9421664755959,2.3428705168484703,166.9797148162232,150.66784477322622,16.648272229396856,-0.10025242706498753,True,0.6651284819290372,False,9.465932281715912,2.303345645711379,0.0,114.29212825630836,41.116791399944304,35.34860310046318,0.08154640585705941,87.73370906944511
edition4_sequence_17.mp4,3,862,34.48,0.629,True,Left,-0.01264869149835813,1.2774689159364883,105.1486189711186,15.24045635394103,117.74301466335721,171.72390339528758,1.0661321258802838,172.19776791383322,164.6539951129603,89.19841227316944,0.6141384646136994,True,0.8230515739317689,False,14.112151680286766,5.491524187181886,0.0,97.5559685740651,8.832926100585075,34.35908397363719,0.26110662290526065,90.15402756587198
edition4_sequence_17.mp4,4,911,36.44,0.501,True,Left,-0.11176981288187669,1.2011241019136916,103.59206355820491,8.824764405197053,129.21848872177787,173.38814883432417,1.0625062198646347,171.52863421583623,148.82728337397253,72.1491138469054,0.6217033475472219,True,0.8185255191706011,False,11.08856184138998,5.758293173976347,0.0,88.90742662106857,6.217044323338313,37.55821249176036,0.4148676883698108,90.05682330468949
edition4_sequence_17.mp4,5,989,39.56,0.468,True,Right,0.07687711840923137,1.465096686750729,88.54457546153402,3.8419043682838034,166.7047144560792,177.81826774373548,1.918131885408049,143.66785696023808,148.08902293670647,20.974816009114953,-0.10623309523896515,False,-0.5094832064099519,False,4.0403834461065395,18.118564685403026,0.0,102.80210519216597,10.877146413688019,17.02442726473489,0.9032320914821029,89.45240534486304
edition4_sequence_17.mp4,6,1385,55.4,0.488,True,Right,-0.3242163916056202,0.8486485168988054,118.08645119198347,9.511413029664745,176.59987647302526,171.49026412546047,2.1477241957712985,164.0055283676684,171.10815339848213,51.189823263860454,0.46136452278493106,True,0.48773156945695817,False,7.648192234036034,3.848339152815784,0.0,83.97977542314581,13.00911054098218,74.13748820059512,0.3328101574024185,90.62407264441597
edition4_sequence_17.mp4,7,1670,66.8,0.663,True,Left,-0.24784550082705745,0.4329116157244076,94.21836089642855,11.919232269896444,166.0253159157654,144.69446759400168,2.2743512208157464,155.12459660354793,141.43398149434034,13.702905315242004,0.02640614246019308,True,1.0177898405914279,False,13.877666200786733,3.6477278625824434,0.0,115.13147605849453,39.41446804703505,20.848609291078994,0.6526245797822916,89.95976967386737
edition4_sequence_17.mp4,8,2037,81.48,0.598,True,Left,0.4922339264182216,1.833126411492027,31.588740863328592,17.547290916642513,86.70142408297869,174.0103181694658,1.1989198588312535,56.37109501044489,156.1980588385097,24.934806034991016,-0.3039061539229739,False,-0.050649694661506546,False,18.92058154241242,15.270356461138467,0.0,129.30416948235148,13.180248768331255,13.757221319357008,1.1750036936947423,89.41739988787477
edition4_sequence_17.mp4,9,2201,88.04,0.756,True,Right,0.4264978565408714,1.784880491432545,64.49696083230779,9.59090794794069,168.31846508651637,172.18321637149012,1.1622515798830526,126.90350168633377,127.00560179048676,101.29942514349112,0.05877977576310569,True,0.8406710778049206,False,3.852896366702964,11.356196137837058,0.0,109.43299889846435,8.948573876475237,16.02268141489009,0.0023245278015450177,87.3498564215898
edition4_sequence_17.mp4,10,2240,89.6,0.894,True,Right,0.4823518192664665,1.839343587393693,66.1959207267105,10.899330973146178,170.69952504715184,168.7557908689931,0.8654757306296958,147.58023385942155,146.28327735051676,91.08875222382187,-0.7262672605175496,True,0.7833853489699506,False,4.423086380645339,8.36170975097717,0.0,115.99873238387312,6.820674972095981,3.0171810908247574,0.015274571640599532,87.16209694142184
