video,filename,year,decade,real_gender,json_path,valid_img_name,countries,performance,full_name,raised_height,foot_height_diff,dist_highest_wrist_ank,arm_symmetry,split_angle,raised_knee_angle,support_knee_angle,support_leg_plumb,torso_tilt,arabesque_angle,pelvic_anterior_tilt,lumbar_arch,pelvic_tilt_angle,thoracic_neck_angle,l_elbow_angle,r_elbow_angle,highest_arm_vertical_angle,max_arm_forward,back_extension,support_torso_angle,shoulder_hip_torsion
edition10_sequence_3.mp4,edition10/edition10_sequence_3.mp4,1982,1980,F,results/edition10/frames/skeletons/edition10_sequence_3.mp4_peak_3_data.json,edition10_sequence_3.mp4_peak_3_frame_382_score_1.00.jpg,France,Coppelia - Act I,Marache Sandrine,0.6726420895772773,1.514623001316975,2.0067936253070275,0.1428511079954622,116.34996787737002,155.81941644771126,123.76182313114958,16.689018475769256,19.38830057399085,79.74931468410013,22.27104118446335,5.335340881928321,28.54167157730252,31.8423933272299,170.84227078791773,99.30965780952076,37.23097089024765,0.3939697145056945,0.9702729668384962,158.3082703546808,29.62645498554864
edition10_sequence_4.mp4,edition10/edition10_sequence_4.mp4,1982,1980,F,results/edition10/frames/skeletons/edition10_sequence_4.mp4_peak_4_data.json,edition10_sequence_4.mp4_peak_4_frame_1432_score_1.00.jpg,Hungary,Le Corsaire,Volf Katalin,0.3839793607259465,1.6362779525952067,2.136133713506549,0.7685314172959865,105.05430305497356,167.63684012174403,165.71984682425295,6.305079078133976,14.810637339991624,89.70619934678375,17.416862441275562,39.96120322378472,24.529233486473803,93.72559309170644,140.16257480747606,106.76749166082996,44.16515171433111,0.2231014320498994,1.054128329808825,162.3234117276011,20.38929237835444
edition10_sequence_4.mp4,edition10/edition10_sequence_4.mp4,1982,1980,F,results/edition10/frames/skeletons/edition10_sequence_4.mp4_peak_5_data.json,edition10_sequence_4.mp4_peak_5_frame_1539_score_1.00.jpg,Hungary,Le Corsaire,Volf Katalin,0.4310061607235516,1.6685620754713997,1.8695275869340229,0.7675765693019294,105.9762154243365,164.62391267278463,168.65605164693494,4.636691246662795,17.48870818430172,87.30752539984393,18.45314940458581,27.043059611960825,22.11606565036646,88.89548024425794,129.5041879098075,144.94729103265647,25.6854307208675,0.1963920042050546,0.9721773901783636,166.32129279305263,57.26992735041077
edition10_sequence_6.mp4,edition10/edition10_sequence_6.mp4,1982,1980,F,results/edition10/frames/skeletons/edition10_sequence_6.mp4_peak_3_data.json,edition10_sequence_6.mp4_peak_3_frame_792_score_1.00.jpg,USA,Sleeping Beauty - Act III,Moore Bonnie,0.536410548189123,1.7616757280216069,1.8145657296672857,0.5574840362771881,113.91451469032638,154.45423537237542,173.48799903294417,8.899807779643822,11.216154324811782,68.21202565232484,11.90145567667155,7.6841435091660975,12.2467180582773,46.70607235098585,161.1543329240055,154.0690367194077,38.86199155718601,0.3859709403559288,0.8469666165941769,177.5879199135007,73.92514641160899
edition10_sequence_7.mp4,edition10/edition10_sequence_7.mp4,1982,1980,F,results/edition10/frames/skeletons/edition10_sequence_7.mp4_peak_5_data.json,edition10_sequence_7.mp4_peak_5_frame_808_score_0.95.jpg,South Korea,Le Corsaire,Kimura Kiyoko,0.1697551302592074,1.4096691442646951,2.4040297160862045,0.3160064808830944,88.71755404328715,161.28087447066133,167.05851015238983,9.705919828219184,10.13989099499275,93.03341028599787,13.04876800258078,13.760747287986474,17.16042007630264,94.93904989968765,146.58052589524024,114.75074990824642,55.63529448276261,0.2743784429418251,0.8943025543119821,177.76720507405437,21.14001897830008
edition11_sequence_10.mp4,edition11/edition11_sequence_10.mp4,1983,1980,M,results/edition11/frames/skeletons/edition11_sequence_10.mp4_peak_0_data.json,edition11_sequence_10.mp4_peak_0_frame_20_score_0.80.jpg,United Kingdom,Don Quichotte,Redmon Vincent,-0.0145836091848441,1.3673388792913743,2.0592782935191445,0.9220396079590214,90.0542764594237,152.88779620221308,169.52552684859566,4.07949939086893,22.28381772436613,111.52901596885194,28.366311433387924,22.19064319154393,17.595361813579743,66.62404753060004,68.2010687878677,115.026288009371,19.8479520612854,0.1768029814047701,1.0442204604092893,155.1253943289867,42.077378266555954
edition11_sequence_10.mp4,edition11/edition11_sequence_10.mp4,1983,1980,M,results/edition11/frames/skeletons/edition11_sequence_10.mp4_peak_3_data.json,edition11_sequence_10.mp4_peak_3_frame_210_score_0.83.jpg,United Kingdom,Don Quichotte,Redmon Vincent,0.0250810172555246,1.2733798723752932,1.959538662685758,1.012858295640346,93.95609813237272,157.36796463059136,163.65015915693715,9.987316138859631,11.492455286326718,100.0520026249052,19.502464220246225,17.74539303874519,11.05258723961596,67.81051041775231,79.00808817598443,132.01698239476517,16.577852301994618,0.1143269281593105,1.070183180069047,165.81109132316902,34.418497239381225
edition11_sequence_2.mp4,edition11/edition11_sequence_2.mp4,1983,1980,F,results/edition11/frames/skeletons/edition11_sequence_2.mp4_peak_15_data.json,edition11_sequence_2.mp4_peak_15_frame_2252_score_0.89.jpg,Italy,Sleeping Beauty - Act III,Roncaglia Irina,0.1854856187883002,1.3135597655261255,1.8858997656330163,1.0359736259579868,95.50971804037384,154.29932593799214,166.56317309574396,0.9750764252244382,17.528940933193418,98.8572017546354,14.851325676575396,9.695718287312866,24.32396610627184,87.63137195886168,151.40647695504373,102.16877025657334,25.16183502456728,0.1307611677276155,0.5986239427002862,162.46736692674003,38.17068011794604
edition11_sequence_3.mp4,edition11/edition11_sequence_3.mp4,1983,1980,F,results/edition11/frames/skeletons/edition11_sequence_3.mp4_peak_4_data.json,edition11_sequence_3.mp4_peak_4_frame_1926_score_0.79.jpg,Federal Republic of Germany,Le Corsaire,Lammersen Kirstin,0.2222486266220228,1.5498193395345412,1.9513114184661835,1.001977522958004,84.76769625610609,133.94975432296982,161.2773526910508,15.90938428930643,17.86248271523657,91.11876971364032,20.52401450646281,27.446013755881182,23.31203685362955,94.0763636858782,149.70670572316783,133.97231250290403,20.36319901588707,-0.0220546192777307,0.8626122655667842,172.0720321652514,24.991267362084585
edition11_sequence_3.mp4,edition11/edition11_sequence_3.mp4,1983,1980,F,results/edition11/frames/skeletons/edition11_sequence_3.mp4_peak_7_data.json,edition11_sequence_3.mp4_peak_7_frame_2309_score_0.76.jpg,Federal Republic of Germany,Le Corsaire,Lammersen Kirstin,-0.0263174747269588,1.3608388087393526,2.550060910372628,0.3272039994519136,78.00537974174027,133.30105931859617,160.95091531237486,6.029144859339252,10.126752450979506,104.60848329489724,14.409940395878992,10.868573247340937,26.17552376024484,110.1924060936733,49.94093892878735,164.28857989450287,54.038602490068165,0.258796735633497,0.7669539223715967,175.2387064135664,35.97412819211858
edition11_sequence_4.mp4,edition11/edition11_sequence_4.mp4,1983,1980,F,results/edition11/frames/skeletons/edition11_sequence_4.mp4_peak_0_data.json,edition11_sequence_4.mp4_peak_0_frame_201_score_0.93.jpg,Poland,Coppelia - Act III,Gdaniec Katarzyna,0.5387309126550771,1.896441320619748,2.017998994698851,0.6679196669039323,104.293775902328,165.39900337345054,164.85920202554706,8.317317556540415,17.372113528503085,85.50978798312119,19.134196370616056,18.94136729152781,22.67508187019237,78.65468595564478,108.68244130250568,127.80109700679527,16.725601227450003,0.0669936685607861,1.1145682290215038,170.08093381152474,40.891748323811065
edition11_sequence_8.mp4,edition11/edition11_sequence_8.mp4,1983,1980,F,results/edition11/frames/skeletons/edition11_sequence_8.mp4_peak_5_data.json,edition11_sequence_8.mp4_peak_5_frame_463_score_0.93.jpg,Federal Republic of Germany,Sleeping Beauty - Act III,Arndt Stefanie,0.5020895151352682,1.7811236177109822,1.7508454775870108,0.8242552138673274,106.58939847006776,161.34219076024894,173.3898161195245,7.151410965061867,12.821923039975506,78.52934060246474,16.254845637828982,30.080042711148256,24.107370767724024,87.72686957022002,128.51357123601713,131.7923444766015,18.902168248373847,0.068086445523609,0.957549195098103,174.30645716613438,34.48461858314186
edition12_sequence_0.mp4,edition12/edition12_sequence_0.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_0.mp4_peak_13_data.json,edition12_sequence_0.mp4_peak_13_frame_2174_score_0.95.jpg,France,Sleeping Beauty - Act III,Valtat Muriel,0.3076323307347283,1.4468325896285736,1.912179824824988,0.0844273654312531,94.80354003349032,159.4442760607436,168.1397740768072,7.912612091935612,23.957607294252483,101.79675384478072,27.015850342536613,12.805616589703922,25.001086631574136,101.0217276231728,107.9940531557874,131.9813442958136,47.338074395090445,0.408787451629693,0.8615929126877068,163.19287526355174,1.6304864071521457
edition12_sequence_1.mp4,edition12/edition12_sequence_1.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_1.mp4_peak_0_data.json,edition12_sequence_1.mp4_peak_0_frame_27_score_0.68.jpg,Japan,Le Corsaire,Sunaga Rie,-0.0782296821508008,1.2408678677352198,2.6500559164957567,0.9138252021266536,85.06987543195473,148.84980297318256,147.89866445683805,1.9127435491821865,7.861986759935575,101.72833649183424,13.153214025570596,5.9549851584995706,17.16620976867999,96.73737112130638,116.18064527674188,170.4555521378045,46.25325546328803,0.3536097028097371,1.129256255110494,170.22803658940143,39.38701084682168
edition12_sequence_1.mp4,edition12/edition12_sequence_1.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_1.mp4_peak_3_data.json,edition12_sequence_1.mp4_peak_3_frame_221_score_0.96.jpg,Japan,Le Corsaire,Sunaga Rie,0.2861874656979554,1.4854748426335165,1.943789101171668,0.0458382888424233,97.12553154816716,150.64756095456423,160.2639992619041,19.353995775320925,22.14338392430766,99.80361760807251,27.30777308921296,14.334554706984523,21.86530462031861,93.57878701468076,148.13357749047148,77.73242143695799,57.20763573170968,0.2721159581158281,1.031080735990677,159.73948186588427,21.84550587453701
edition12_sequence_1.mp4,edition12/edition12_sequence_1.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_1.mp4_peak_6_data.json,edition12_sequence_1.mp4_peak_6_frame_471_score_0.80.jpg,Japan,Le Corsaire,Sunaga Rie,0.0816235653093178,1.3725265920557437,2.124582528447992,0.4816407913265664,83.83777106472596,163.03160667855835,165.4435747177075,6.602013366338835,17.02559207062283,106.593042042141,19.91823060831472,20.18662172011537,20.660408395857296,70.56544872977395,136.46258182901082,55.11251983043673,6.151385938247609,0.0620318464505541,1.0008889454795278,169.40323862969657,6.991765238285624
edition12_sequence_2.mp4,edition12/edition12_sequence_2.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_2.mp4_peak_4_data.json,edition12_sequence_2.mp4_peak_4_frame_649_score_0.97.jpg,Italy,Sleeping Beauty - Act III,Lenzi Sabrina,0.3249948800145557,1.5025085100902025,1.7594255598165358,0.728251818821336,101.32926181986517,155.5217081664141,166.04831629006898,4.609569256727163,10.262859247834008,84.31407318341013,16.548197113729174,31.71070477520626,21.51897476326374,79.05712749147916,151.44093732624506,132.29180909693153,23.21704753247956,0.1386444196531,0.9318480946855352,174.2587472882027,50.52364967007064
edition12_sequence_2.mp4,edition12/edition12_sequence_2.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_2.mp4_peak_11_data.json,edition12_sequence_2.mp4_peak_11_frame_2038_score_0.98.jpg,Italy,Sleeping Beauty - Act III,Lenzi Sabrina,0.4436067729546033,1.7861666134194905,1.89370611730164,0.2356628526841337,106.6754018104086,160.40131665341886,174.55373093819864,3.466063377586591,18.829796703008967,87.22999526943609,24.575258200714337,13.083257856387378,29.96367108577172,73.05699243723073,113.79685565451288,73.24262099188606,27.983595684392984,0.1656270888041106,0.9336395410954524,164.1444687555386,46.95325622258565
edition12_sequence_7.mp4,edition12/edition12_sequence_7.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_7.mp4_peak_8_data.json,edition12_sequence_7.mp4_peak_8_frame_1581_score_0.58.jpg,Japan,Le Corsaire,Ushio Kazumi,-0.1254312023980789,1.122334473972225,1.9018616403729949,0.7235408199959698,79.05026486912863,156.56962216978343,163.4794048999124,9.38621884370856,8.123861048596652,99.95878894442892,3.4963951939474094,31.67021833263328,18.547642871516032,103.00359969956614,158.8421201512637,133.06665516618168,20.78505731959954,-0.2075902769807433,1.0939032572370186,178.48296180317357,7.533950620639412
edition12_sequence_7.mp4,edition12/edition12_sequence_7.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_7.mp4_peak_9_data.json,edition12_sequence_7.mp4_peak_9_frame_1683_score_0.88.jpg,Japan,Le Corsaire,Ushio Kazumi,0.5315625336482629,1.79945245623023,1.8912985793332204,0.7152780449714383,109.37498806160772,169.5484540647284,159.1693204645837,14.04726146022909,24.7279144695918,94.15347943312598,31.127792505382715,16.772371937820385,39.23984381631018,99.64143844555228,153.5446525716015,149.0514810645911,20.561058280608787,-0.112611175888656,1.1744164952788485,147.43441113272414,19.833400909893065
edition12_sequence_7.mp4,edition12/edition12_sequence_7.mp4,1984,1980,F,results/edition12/frames/skeletons/edition12_sequence_7.mp4_peak_10_data.json,edition12_sequence_7.mp4_peak_10_frame_1791_score_0.55.jpg,Japan,Le Corsaire,Ushio Kazumi,0.0950705531071348,1.4479617516470873,1.887452785697885,0.927570576458677,82.1173272734745,127.6657588656565,172.82806833124675,10.142249182007012,7.7229163753428995,95.11204484641635,12.487453234075378,28.56409849713906,27.54317694006737,100.93140343018467,57.51213103097897,130.9511160258469,12.463382815176754,-0.0843505305056245,0.927157866536022,177.17350173836482,26.64734154130833
edition13_sequence_0.mp4,edition13/edition13_sequence_0.mp4,1985,1980,F,results/edition13/frames/skeletons/edition13_sequence_0.mp4_peak_0_data.json,edition13_sequence_0.mp4_peak_0_frame_703_score_0.96.jpg,Belgium,Le Corsaire,Van De Vyver Ariane,0.1806222822363223,1.6600370614130278,1.7894790627319388,0.4327230150422545,96.61139944385934,154.17063930397055,171.95307026142476,6.848410756241621,11.861043647045832,91.03869861390992,18.36450749708945,30.629456302586405,23.79238243166997,114.65709804784592,132.16893809155056,115.19387111900612,21.14762563753685,0.2990299303266591,0.784943596891138,172.11323009085837,20.99390421168486
edition13_sequence_0.mp4,edition13/edition13_sequence_0.mp4,1985,1980,F,results/edition13/frames/skeletons/edition13_sequence_0.mp4_peak_2_data.json,edition13_sequence_0.mp4_peak_2_frame_914_score_0.93.jpg,Belgium,Le Corsaire,Van De Vyver Ariane,0.1647814800799374,1.4726407567129194,2.0404709759544697,0.5982522926103554,89.54707172575941,160.75535902352894,159.1631674517149,16.52551149623572,12.166425029930227,97.54774289021444,17.70585092498155,22.998071334789625,25.00288577717892,96.42727100077433,174.79747390455248,143.25165219922988,15.91768064045401,0.5153691023254999,1.0539906222950743,160.66663794020604,47.69139205967774
edition13_sequence_0.mp4,edition13/edition13_sequence_0.mp4,1985,1980,F,results/edition13/frames/skeletons/edition13_sequence_0.mp4_peak_9_data.json,edition13_sequence_0.mp4_peak_9_frame_1741_score_0.51.jpg,Belgium,Le Corsaire,Van De Vyver Ariane,-0.1413185815663994,1.0795425011162272,2.367532515781137,0.7672659921438604,72.74533762015284,138.6908050552285,161.87317640702605,5.092798553106946,5.055635766714793,106.6621360959644,10.987117135629136,26.653013625437588,18.04022661521968,81.36468744970534,139.11430916109424,136.25733629796895,34.086273921212786,0.0403400511045799,0.6829320633011172,177.9736942300434,13.50549813064267
edition13_sequence_3.mp4,edition13/edition13_sequence_3.mp4,1985,1980,F,results/edition13/frames/skeletons/edition13_sequence_3.mp4_peak_7_data.json,edition13_sequence_3.mp4_peak_7_frame_1971_score_0.77.jpg,Belgium,Sleeping Beauty - Act III,Vinckier Greet,-0.0814878483479184,1.1439415737324572,2.3302493765424663,0.3838581032767669,81.44236103690857,159.77207359360577,164.07041481447706,3.0650442332552377,12.336685558623028,110.09718832045448,11.189302459901835,13.740453429118444,16.892545404750166,91.09962647661156,130.5788387694179,143.4208383233927,38.54151018149962,0.1405130089233334,0.7227295661556496,168.4428814184748,28.984518579927208
edition13_sequence_5.mp4,edition13/edition13_sequence_5.mp4,1985,1980,M,results/edition13/frames/skeletons/edition13_sequence_5.mp4_peak_6_data.json,edition13_sequence_5.mp4_peak_6_frame_753_score_0.89.jpg,Switzerland,Giselle - Act I,Ferla Xavier,0.0704439050488243,1.1452645874390437,1.50620833131818,0.5893519505246897,92.30448398230462,153.08883493407615,163.74853584739975,5.381931659777126,11.42941080006827,99.3183572379048,15.42227282007025,4.222589392761613,19.59585279279699,73.89752449439612,166.11584103582987,154.2554975485242,1.1746757614962529,0.4617087176945153,0.9529525803194104,164.51344671162107,43.38288022929921
edition13_sequence_5.mp4,edition13/edition13_sequence_5.mp4,1985,1980,M,results/edition13/frames/skeletons/edition13_sequence_5.mp4_peak_8_data.json,edition13_sequence_5.mp4_peak_8_frame_969_score_0.85.jpg,Switzerland,Giselle - Act I,Ferla Xavier,0.0330272939706912,1.1784752153099978,1.6724221943757838,0.6981983134002557,84.69575588187385,167.71484887470558,176.01358580172874,4.85158262809859,16.010409817089993,106.73666633892094,20.934403318503644,1.1133825763459697,14.238594191704692,91.24628755407248,102.95047153500823,129.89637492412848,11.602894682667136,0.3522058558951849,0.8495762339744328,168.56586281722014,22.15898251368446
edition14_sequence_0.mp4,edition14/edition14_sequence_0.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_0.mp4_peak_8_data.json,edition14_sequence_0.mp4_peak_8_frame_1476_score_0.84.jpg,Canada,Sleeping Beauty - Act III,Goh Chan Hon,0.1695550063032013,1.5381651605714577,2.0241485049555683,0.7554889716311521,90.00951101624592,160.24916509707273,172.62726897956136,7.552160196859457,18.31046194332956,93.9649185053121,16.68231485779104,28.38583149830716,16.870050850248937,94.00349915380714,169.7838737228179,140.1117484795316,18.01836557485915,0.0017660421186915,1.1095815734073655,168.7056067853072,47.66006402584161
edition14_sequence_0.mp4,edition14/edition14_sequence_0.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_0.mp4_peak_16_data.json,edition14_sequence_0.mp4_peak_16_frame_2974_score_0.99.jpg,Canada,Sleeping Beauty - Act III,Goh Chan Hon,0.2730383560554881,1.6634196800649974,2.393427614239596,0.6735149742189421,102.26068672900466,169.9473295348765,168.5227767384494,3.7302777092828174,11.919503783085071,91.37739221206364,10.923912950880238,23.342653131789245,15.268787430784986,96.50249175160788,138.57248008027514,125.14877197498888,40.03390801410004,0.3266092418804243,1.0337512390138106,164.9575459054928,41.48791011364338
edition14_sequence_1.mp4,edition14/edition14_sequence_1.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_1.mp4_peak_5_data.json,edition14_sequence_1.mp4_peak_5_frame_515_score_0.90.jpg,Japan,Sleeping Beauty - Act III,Hayashi Michiyo,0.3664289989431397,1.6686738161561427,1.7759993875026696,0.7226127068043036,97.37568063511898,169.17961999352366,169.2330773702723,8.921545425016864,18.068282415283324,91.06920502599574,15.874181743226648,28.573067036817168,17.224894423115625,74.07852923968473,166.91398443642103,124.89408551071008,13.31153153208214,0.0128286311966365,1.0915246559520064,170.8378395728563,48.09281783832319
edition14_sequence_1.mp4,edition14/edition14_sequence_1.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_1.mp4_peak_10_data.json,edition14_sequence_1.mp4_peak_10_frame_1830_score_0.93.jpg,Japan,Sleeping Beauty - Act III,Hayashi Michiyo,0.1940314907654218,1.5457099626901134,2.1525622711056047,0.7447853118853281,99.87687027116296,165.7246215294949,161.85408295808244,5.32610515551646,16.56532821281064,98.61107236227612,14.858523423399514,22.924969382539743,16.385092932093812,88.9872030789626,176.8791281279667,130.65979299383153,25.36855587822024,0.2037070496777194,1.1466500367412085,161.44073258703196,61.05858940496943
edition14_sequence_10.mp4,edition14/edition14_sequence_10.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_10.mp4_peak_1_data.json,edition14_sequence_10.mp4_peak_1_frame_186_score_0.94.jpg,France,Le Corsaire,Chaduteau C¨¦cile,0.2221544033655461,1.5497266761251858,2.357060827544613,0.2544527372846736,98.159314135108,164.004245631092,173.39567594695376,7.019419648156281,18.05409239586165,97.84045887711504,18.2591958942122,2.941868230858814,15.44678804442862,86.53884077533999,163.3720633312737,160.86994839941738,61.07350272399115,0.491381348363057,1.1161066430846966,163.97413461529922,61.10764324178113
edition14_sequence_10.mp4,edition14/edition14_sequence_10.mp4,1986,1980,F,results/edition14/frames/skeletons/edition14_sequence_10.mp4_peak_5_data.json,edition14_sequence_10.mp4_peak_5_frame_467_score_0.98.jpg,France,Le Corsaire,Chaduteau C¨¦cile,0.3943849385763263,1.6784772071323262,2.150021781856904,0.3279640191405754,105.00260510137949,164.52841769410853,168.9144230446425,8.331012824284278,24.8840587870796,95.53778963858606,27.21269467864058,13.778097774497262,18.659956926689723,79.7440858180936,134.59467404634077,93.879766583712,49.25627480895421,0.2876041605615784,0.8407226751157701,159.09369267259322,15.288107047554249
