video,peak_id,frame_idx,timestamp_sec,total_score,image_path,json_path,raised_leg,raised_height,foot_height_diff,arabesque_angle,torso_tilt,raised_knee_angle,support_knee_angle,dist_highest_wrist_ank,l_elbow_angle,r_elbow_angle,highest_arm_vertical_angle,max_arm_forward,is_behind_body,back_extension,is_jumping,pelvic_anterior_tilt,lumbar_arch,thoracic_neck_line,split_angle,support_leg_plumb,shoulder_hip_torsion,arm_symmetry,pelvic_tilt_angle
edition48_sequence_3.mp4,0,465,18.6,0.883,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_0_data.json,Right,0.1972281727201572,1.331367484543952,96.92549850221988,20.206120121210045,156.71676267239945,167.19798167920158,1.624777006220937,68.70066693411854,88.97195194509239,27.550461260583997,0.0861734531816389,True,0.8976474649368109,False,29.08435240652414,3.2830096444906056,0.0,97.08277884795164,7.296890568928517,23.89272854371594,0.8700990734198875,5.011649232137222
edition48_sequence_3.mp4,1,575,23.0,0.805,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_1_data.json,Right,0.12692014791363646,1.2532982185315704,97.49416059606837,18.944025533998598,147.83290365563886,166.87904806860428,1.6010546733130682,76.74024971078683,91.10674386848939,23.668651131359358,-0.01107759903121597,True,0.9394747462847286,False,25.125515212325414,10.56705436319511,0.0,95.14406982102805,8.851293097246028,8.558869281846867,1.0457363935527073,5.2091518524391365
edition48_sequence_3.mp4,2,618,24.72,0.568,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_2_data.json,Right,-0.04044828484739042,1.1742612156233594,108.9659908423317,15.193094709231024,157.75084310993864,150.38652535456112,1.3199067781407279,79.49881686811756,165.57571595869823,76.31640124879442,-0.07430500466790468,False,-0.591544388259709,False,11.568539612379404,21.093461451541767,0.0,82.25907248239994,19.411591870356393,3.0006972895152813,0.8443973233561366,12.188845490874897
edition48_sequence_3.mp4,3,666,26.64,0.797,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_3_data.json,Left,0.038219139579653026,1.2309575784196294,95.36226398176849,10.694003160359129,173.2844119582443,155.39977096660309,0.9662228740043032,152.18865328956593,85.86025484684278,79.6737911988022,-0.046826954234868524,True,0.7099802317707494,False,16.68213446855948,29.624339628852187,0.0,85.50795057436969,17.020812116816668,31.2929714683789,0.589113821784533,13.367397478109181
edition48_sequence_3.mp4,4,863,34.52,0.699,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_4_data.json,Left,0.13733561491697,1.2178685988950213,82.94163668214384,12.803123685846161,155.47705093551198,170.6343360558508,1.4037234443801248,109.47877535861237,74.11999085258556,28.544334262522337,-0.024846035210955904,False,-0.20160913985211837,False,20.75719839850587,16.78301360858995,0.0,97.72991409456182,18.780211790341152,55.18646875863084,0.9689432716850511,1.8691859695498234
edition48_sequence_3.mp4,5,967,38.68,0.662,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_5_data.json,Left,0.15664887309123093,1.2687152376616047,84.68957588068233,14.781070011529929,139.37409536816654,169.17079480367218,1.4121596151642322,104.03561667832918,70.76457515705529,23.90988737038283,0.020749403916158787,False,-0.2042010496866183,False,21.741757493921295,15.026892435595377,0.0,96.96112591740776,18.49370033051938,62.5274233557513,0.9873519499750131,0.03610002129247733
edition48_sequence_3.mp4,6,1012,40.48,0.797,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_6_data.json,Left,-0.03024110615836923,1.2264106035633764,89.59012503707862,20.07603781477613,170.1336738336965,155.07664165183073,0.991648206913168,37.8456501685722,113.05333215878488,104.39852505786078,-0.14509866373941543,True,0.686550952028797,False,27.480262349980674,19.537561611901246,0.0,79.70076282741944,14.373710761730392,17.878717674553705,0.36965197265841104,9.630500988899902
edition48_sequence_3.mp4,7,1067,42.68,0.625,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_7_data.json,Right,0.07311746424174344,1.0963814067870832,90.99102731391741,12.865472583435158,56.09601384469249,176.74784619148602,1.233223558617432,163.6848019205179,160.09115902330893,14.34045195426102,0.25569242440831286,False,-0.43488588512070797,False,16.476968008656797,8.12514329744836,0.0,129.72297185768494,37.66323074097753,24.932390859111422,0.8043956628792494,11.95353560275803
edition48_sequence_3.mp4,8,1225,49.0,0.654,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_8_data.json,Right,0.39280635052380314,1.5027485942210355,60.408130539133744,13.177661287947252,130.8651321368327,166.59501784059225,1.6600568346063738,160.2902342485329,135.80620085048133,48.638932863204964,-0.3715516151462813,False,-0.4473276885373706,False,24.053012448998732,12.88283693263465,0.0,112.69757763430466,9.467884134160052,29.251918391634383,0.5135015100300683,6.890971517478856
edition48_sequence_3.mp4,9,1328,53.12,0.682,True,./results/edition48/frames/skeletons/edition48_sequence_3.mp4_peak_9_data.json,Right,0.47988963216929187,1.556524330870561,59.83915456316173,14.500761155064819,136.41793134333088,174.29495638054658,1.6393978065128,155.59618945168705,43.89228436251022,42.632785720425986,-0.19094130359102238,False,-0.4695665881867794,False,25.663677612303466,11.931788746111726,0.0,113.85230256545714,19.954889249353105,29.828536348512355,0.49718680632084333,11.422909662831131
